date,countryCode,localName,name,global,types,counties,launchYear
2026-05-01,GT,International Workers' Day,International Workers' Day,True,Public,,
2026-06-30,GT,Army Day,Army Day,True,Public,,
2026-09-15,GT,Independence Day,Independence Day,True,Public,,
2026-10-20,GT,Revolution Day,Revolution Day,True,Public,,
2026-11-01,GT,All Saints' Day,All Saints' Day,True,Public,,
2026-12-24,GT,Christmas Eve,Christmas Eve,True,Public,,
2026-12-25,GT,Christmas Day,Christmas Day,True,Public,,
2026-12-31,GT,New Year's Eve,New Year's Eve,True,Public,,
2026-01-01,GY,New Year's Day,New Year's Day,True,Public,,
2026-02-23,GY,Republic Day,Republic Day,True,Public,,
2026-04-03,GY,Good Friday,Good Friday,True,Public,,
2026-04-06,GY,Easter Monday,Easter Monday,True,Public,,
2026-05-01,GY,Labour Day,Labour Day,True,Public,,
2026-05-05,GY,Arrival Day,Arrival Day,True,Public,,
2026-05-26,GY,Independence Day,Independence Day,True,Public,,
2026-07-06,GY,Caricom Day,Caricom Day,True,Public,,
2026-08-01,GY,Emancipation Day,Emancipation Day,True,Public,,
2026-12-25,GY,Christmas Day,Christmas Day,True,Public,,
2026-12-26,GY,Boxing Day,Boxing Day,True,Public,,
2026-01-01,HK,元旦新年,New Year's Day,True,Public,,
2026-02-17,HK,農曆年初一,Lunar New Year,True,Public,,
2026-02-18,HK,農曆年初二,Second day of Lunar New Year,True,Public,,
2026-02-19,HK,農曆年初三,Third day of Lunar New Year,True,Public,,
2026-04-03,HK,耶穌受難節,Good Friday,True,Public,,
2026-04-04,HK,耶穌受難節翌日,Holy Saturday,True,Public,,
2026-04-04,HK,清明節,Ching Ming Festival,True,Public,,
2026-04-06,HK,復活節星期一,Easter Monday,True,Public,,
2026-05-01,HK,勞動節,Labour Day,True,Public,,
2026-05-25,HK,佛誕,Buddha's Birthday,True,Public,,
2026-06-19,HK,端午節,Dragon Boat Festival,True,Public,,
2026-07-01,HK,香港特別行政區成立紀念日,Hong Kong Special Administrative Region Establishment Day,True,Public,,
2026-09-26,HK,中秋節翌日,Day following the Mid-Autumn Festival,True,Public,,
2026-10-01,HK,中華人民共和國國慶日,National Day,True,Public,,
2026-10-19,HK,重陽節,Chung Yeung Festival,True,Public,,
2026-12-25,HK,聖誕節,Christmas Day,True,Public,,
2026-12-26,HK,聖誕節翌日,Boxing Day,True,Public,,
2026-01-01,HN,New Year's Day,New Year's Day,True,Public,,
2026-04-02,HN,Holy Thursday,Maundy Thursday,True,Public,,
2026-04-03,HN,Good Friday,Good Friday,True,Public,,
2026-04-04,HN,Holy Saturday,Holy Saturday,True,Public,,
2026-04-14,HN,America's Day,America's Day,True,Public,,
2026-05-01,HN,Labour Day,Labour Day,True,Public,,
2026-09-15,HN,Independence Day,Independence Day,True,Public,,
2026-10-03,HN,Francisco Morazán's Day/Soldier's Day,Francisco Morazán's Day/Soldier's Day,True,Public,,
2026-10-12,HN,Columbus Day,Columbus Day,True,Public,,
2026-10-21,HN,Army Day,Army Day,True,Public,,
2026-12-25,HN,Navidad,Christmas Day,True,Public,,
2026-01-01,HR,Nova Godina,New Year's Day,True,Public,,
2026-01-06,HR,"Bogojavljenje, Sveta tri kralja",Epiphany,True,Public,,
2026-04-05,HR,Uskrs i uskrsni ponedjeljak,Easter Sunday,True,Public,,
2026-04-06,HR,Uskrs i uskrsni ponedjeljak,Easter Monday,True,Public,,
2026-05-01,HR,Međunarodni praznik rada,International Workers' Day,True,Public,,
2026-05-30,HR,Dan državnosti,National Day,True,Public,,
2026-06-04,HR,Tijelovo,Corpus Christi,True,Public,,
2026-06-22,HR,Dan antifašističke borbe,Anti-Fascist Struggle Day,True,Public,,
2026-08-05,HR,Dan pobjede i domovinske zahvalnosti i Dan hrvatskih branitelja,Victory and Homeland Thanksgiving Day and the Day of Croatian defenders,True,Public,,
2026-08-15,HR,Velika Gospa,Assumption Day,True,Public,,
2026-11-01,HR,Dan svih svetih,All Saints' Day,True,Public,,
2026-11-18,HR,Dan sjećanja na žrtve Domovinskog rata,Remembrance Day,True,Public,,
2026-12-25,HR,Božić,Christmas Day,True,Public,,
2026-12-26,HR,"Prvi dan po Božiću, Sveti Stjepan, Štefanje, Stipanje",St. Stephen's Day,True,Public,,
2026-01-01,HT,Jour de l'an,New Year's Day,True,Public,,
2026-01-02,HT,Jour des Aieux,Ancestry Day,True,Public,,
2026-01-06,HT,Le Jour des Rois,Epiphany,True,Public,,
2026-02-16,HT,Carnaval,Carnival,True,Public,,
2026-02-17,HT,Carnaval,Carnival,True,Public,,
2026-02-18,HT,Mercredi Des Cendres,Ash Wednesday,True,Public,,
2026-04-02,HT,Jeudi saint,Maundy Thursday,True,Public,,
2026-04-03,HT,Vendredi saint,Good Friday,True,Public,,
2026-04-05,HT,Pâques,Easter Sunday,True,Public,,
2026-05-01,HT,Fête du Travail / Fête des Travailleurs,Labour and Agriculture Day,True,Public,,
2026-05-14,HT,Ascension,Ascension Day,True,Public,,
2026-05-18,HT,Jour du Drapeau et de l'Université,Flag and Universities Day,True,Public,,
2026-06-04,HT,Fête-Dieu,Corpus Christi,True,Public,,
2026-08-15,HT,L'Assomption de Marie,Assumption of Mary,True,Public,,
2026-10-17,HT,Anniversaire de la mort de Dessalines,Dessalines Day,True,Public,,
2026-11-01,HT,La Toussaint,All Saints Day,True,Public,,
2026-11-02,HT,Jour des Morts,All Souls' Day,True,Public,,
2026-11-18,HT,Vertières,Battle of Vertières Day,True,Public,,
2026-12-05,HT,Découverte d'Haïti,Discovery Day,True,Public,,
2026-12-25,HT,Noël,Christmas Day,True,Public,,
2026-01-01,HU,Újév,New Year's Day,True,Public,,
2026-03-15,HU,Nemzeti ünnep,1848 Revolution Memorial Day,True,Public,,
2026-04-03,HU,Nagypéntek,Good Friday,True,Public,,
2026-04-05,HU,Húsvétvasárnap,Easter Sunday,True,Public,,
2026-04-06,HU,Húsvéthétfő,Easter Monday,True,Public,,
2026-05-01,HU,A munka ünnepe,Labour day,True,Public,,
2026-05-24,HU,Pünkösdvasárnap,Pentecost,True,Public,,
2026-05-25,HU,Pünkösdhétfő,Whit Monday,True,Public,,
2026-08-20,HU,Az államalapítás ünnepe,State Foundation Day,True,Public,,
2026-10-23,HU,Nemzeti ünnep,1956 Revolution Memorial Day,True,Public,,
2026-11-01,HU,Mindenszentek,All Saints Day,True,Public,,
2026-12-25,HU,Karácsony,Christmas Day,True,Public,,
2026-12-26,HU,Karácsony másnapja,St. Stephen's Day,True,Public,,
2026-01-01,ID,Tahun Baru Masehi,New Year's Day,True,Public,,
2026-04-03,ID,Wafat Isa Almasih,Good Friday,True,Public,,
2026-04-05,ID,Paskah,Easter Sunday,True,Public,,
2026-05-01,ID,Hari Buruh Internasional,Labour Day,True,Public,,
2026-05-14,ID,Kenaikan Isa Almasih,Ascension Day,True,Public,,
2026-06-01,ID,Hari Lahir Pancasila,Pancasila Day,True,Public,,
2026-08-17,ID,Hari Ulang Tahun Kemerdekaan Republik Indonesia,Independence Day,True,Public,,
2026-12-25,ID,Hari Raya Natal,Christmas Day,True,Public,,
2026-01-01,IE,Lá Caille,New Year's Day,True,Public,,
2026-02-02,IE,Lá Fhéile Bríde,Saint Brigid's Day,True,Public,,
2026-03-17,IE,Lá Fhéile Pádraig,Saint Patrick's Day,True,Public,,
2026-04-03,IE,Aoine an Chéasta,Good Friday,True,Bank; School,,
2026-04-06,IE,Luan Cásca,Easter Monday,True,Public,,
2026-05-04,IE,Lá Bealtaine,May Day,True,Public,,
2026-06-01,IE,Lá Saoire i mí an Mheithimh,June Holiday,True,Public,,
2026-08-03,IE,Lá Saoire i mí Lúnasa,August Holiday,True,Public,,
2026-10-26,IE,Lá Saoire i mí Dheireadh Fómhair,October Holiday,True,Public,,
2026-12-25,IE,Lá Nollag,Christmas Day,True,Public,,
2026-12-26,IE,Lá Fhéile Stiofáin,St. Stephen's Day,True,Public,,
2026-01-01,IM,New Year's Day,New Year's Day,True,Public,,
2026-04-03,IM,Good Friday,Good Friday,True,Public,,
2026-04-06,IM,Easter Monday,Easter Monday,True,Public,,
2026-05-04,IM,Early May Bank Holiday,Early May Bank Holiday,True,Public,,
2026-05-25,IM,Spring Bank Holiday,Spring Bank Holiday,True,Public,,
2026-06-12,IM,Senior Race Day,Senior Race Day,True,Public,,
2026-07-06,IM,Tynwald Day,Tynwald Day,True,Public,,
2026-08-31,IM,Late Summer Bank Holiday,Late Summer Bank Holiday,True,Public,,
2026-12-25,IM,Christmas Day,Christmas Day,True,Public,,
2026-12-28,IM,St. Stephen's Day,Boxing Day,True,Public,,
2026-01-01,IS,Nýársdagur,New Year's Day,True,Public,,
2026-04-02,IS,Skírdagur,Maundy Thursday,True,Public,,
2026-04-03,IS,Föstudagurinn langi,Good Friday,True,Public,,
2026-04-05,IS,Páskadagur,Easter Sunday,True,Public,,
2026-04-06,IS,Annar í páskum,Easter Monday,True,Public,,
2026-04-23,IS,Sumardagurinn fyrsti,First Day of Summer,True,Public,,
2026-05-01,IS,Verkalýðsdagurinn,May Day,True,Public,,
2026-05-14,IS,Uppstigningardagur,Ascension Day,True,Public,,
2026-05-24,IS,Hvítasunnudagur,Pentecost,True,Public,,
2026-05-25,IS,Annar í hvítasunnu,Whit Monday,True,Public,,
2026-06-17,IS,Þjóðhátíðardagurinn,Icelandic National Day,True,Public,,
2026-08-03,IS,Frídagur verslunarmanna,Commerce Day,True,Public,,
2026-12-24,IS,Aðfangadagur,Christmas Eve,True,Public,,
2026-12-25,IS,Jóladagur,Christmas Day,True,Public,,
2026-12-26,IS,Annar í jólum,St. Stephen's Day,True,Public,,
2026-12-31,IS,Gamlársdagur,New Year's Eve,True,Public,,
2026-01-01,IT,Capodanno,New Year's Day,True,Public,,
2026-01-06,IT,Epifania,Epiphany,True,Public,,
2026-04-05,IT,Pasqua,Easter Sunday,True,Public,,
2026-04-06,IT,Lunedì dell'Angelo,Easter Monday,True,Public,,
2026-04-25,IT,Festa della Liberazione,Liberation Day,True,Public,,
2026-05-01,IT,Festa del Lavoro,International Workers Day,True,Public,,
2026-05-25,IT,Lunedì di Pentecoste,Whit Monday,False,Public,IT-32,
2026-06-02,IT,Festa della Repubblica,Republic Day,True,Public,,
2026-08-15,IT,Ferragosto o Assunzione,Assumption Day,True,Public,,
2026-10-04,IT,San Francesco d'Assisi,St. Francis of Assisi's Day,True,Public,,
2026-11-01,IT,Tutti i santi,All Saints Day,True,Public,,
2026-12-08,IT,Immacolata Concezione,Immaculate Conception,True,Public,,
2026-12-25,IT,Natale,Christmas Day,True,Public,,
2026-12-26,IT,Santo Stefano,St. Stephen's Day,True,Public,,
2026-01-01,JE,New Year's Day,New Year's Day,True,Public,,
2026-04-03,JE,Good Friday,Good Friday,True,Public,,
2026-04-06,JE,Easter Monday,Easter Monday,True,Public,,
2026-05-04,JE,Early May Bank Holiday,Early May Bank Holiday,True,Public,,
2026-05-09,JE,Liberation Day,Liberation Day,True,Public,,
2026-05-25,JE,Spring Bank Holiday,Spring Bank Holiday,True,Public,,
2026-08-31,JE,Summer Bank Holiday,Summer Bank Holiday,True,Public,,
2026-12-25,JE,Christmas Day,Christmas Day,True,Public,,
2026-12-26,JE,St. Stephen's Day,Boxing Day,True,Public,,
2026-01-01,JM,New Year's Day,New Year's Day,True,Public,,
2026-02-18,JM,Ash Wednesday,Ash Wednesday,True,Public,,
2026-04-03,JM,Good Friday,Good Friday,True,Public,,
2026-04-06,JM,Easter Monday,Easter Monday,True,Public,,
2026-05-23,JM,Labour Day,Labour Day,True,Public,,
2026-08-01,JM,Emancipation Day,Emancipation Day,True,Public,,
2026-08-06,JM,Independence Day,Independence Day,True,Public,,
2026-10-16,JM,National Heroes Day,National Heroes Day,True,Public,,
2026-12-25,JM,Christmas Day,Christmas Day,True,Public,,
2026-12-26,JM,Boxing Day,St. Stephen's Day,True,Public,,
2026-01-01,JP,元日,New Year's Day,True,Public,,
2026-01-12,JP,成人の日,Coming of Age Day,True,Public,,
2026-02-11,JP,建国記念の日,Foundation Day,True,Public,,
2026-02-23,JP,天皇誕生日,The Emperor's Birthday,True,Public,,
2026-03-20,JP,春分の日,Vernal Equinox Day,True,Public,,
2026-04-29,JP,昭和の日,Shōwa Day,True,Public,,
2026-05-06,JP,憲法記念日,Constitution Memorial Day,True,Public,,
2026-05-04,JP,みどりの日,Greenery Day,True,Public,,
2026-05-05,JP,こどもの日,Children's Day,True,Public,,
2026-07-20,JP,海の日,Marine Day,True,Public,,
2026-08-11,JP,山の日,Mountain Day,True,Public,,
2026-09-21,JP,敬老の日,Respect for the Aged Day,True,Public,,
2026-09-23,JP,秋分の日,Autumnal Equinox Day,True,Public,,
2026-10-12,JP,スポーツの日,Sports Day,True,Public,,
2026-11-03,JP,文化の日,Culture Day,True,Public,,
2026-11-23,JP,勤労感謝の日,Labour Thanksgiving Day,True,Public,,
2026-01-01,KE,New Year's Day,New Year's Day,True,Public,,
2026-04-03,KE,Good Friday,Good Friday,True,Public,,
2026-04-06,KE,Easter Monday,Easter Monday,True,Public,,
2026-05-01,KE,Labour Day,Labour Day,True,Public,,
2026-06-01,KE,Madaraka Day,Madaraka Day,True,Public,,
2026-10-10,KE,Mazingira Day,Mazingira Day,True,Public,,
2026-10-20,KE,Mashujaa Day,Mashujaa Day,True,Public,,
2026-12-12,KE,Jamhuri Day,Jamhuri Day,True,Public,,
2026-12-25,KE,Christmas Day,Christmas Day,True,Public,,
2026-12-26,KE,Boxing Day,Boxing Day,True,Public,,
2026-01-01,KR,새해,New Year's Day,True,Public,,
2026-02-16,KR,설날,Lunar New Year,True,Public,,
2026-02-17,KR,설날,Lunar New Year,True,Public,,
2026-02-18,KR,설날,Lunar New Year,True,Public,,
2026-03-02,KR,3·1절,Independence Movement Day,True,Public,,
2026-05-01,KR,노동절,Labour Day,True,Public,,
2026-05-05,KR,어린이날,Children's Day,True,Public,,
2026-05-25,KR,부처님 오신 날,Buddha's Birthday,True,Public,,
2026-06-03,KR,지방 선거일,Local Election Day,True,Public,,
2026-06-06,KR,현충일,Memorial Day,True,Public,,
2026-07-17,KR,제헌절,Constitution Day,True,Public,,
2026-08-17,KR,광복절,Liberation Day,True,Public,,
2026-09-24,KR,추석,Chuseok,True,Public,,
2026-09-25,KR,추석,Chuseok,True,Public,,
2026-09-26,KR,추석,Chuseok,True,Public,,
2026-10-05,KR,개천절,National Foundation Day,True,Public,,
2026-10-09,KR,한글날,Hangul Day,True,Public,,
2026-12-25,KR,크리스마스,Christmas Day,True,Public,,
2026-01-01,KZ,Жаңа жыл,New Year's Day,True,Public,,
2026-01-02,KZ,Жаңа жыл,New Year's Day,True,Public,,
2026-03-08,KZ,Халықаралық әйелдер күні,International Women's Day,True,Public,,
2026-03-21,KZ,Наурыз мейрамы,Nauryz Meyramy,True,Public,,
2026-03-22,KZ,Наурыз мейрамы,Nauryz Meyramy,True,Public,,
2026-03-23,KZ,Наурыз мейрамы,Nauryz Meyramy,True,Public,,
2026-05-01,KZ,Қазақстан халқының,Kazakhstan People's Unity Day,True,Public,,
2026-05-07,KZ,Отан Қорғаушы күні,Defender of the Fatherland Day,True,Public,,
2026-05-09,KZ,Жеңіс күні,Great Patriotic War Against Fascism Victory Day,True,Public,,
2026-07-06,KZ,Астана күні,Capital City Day,True,Public,,
2026-08-30,KZ,Конституция күні,Constitution Day,True,Public,,
2026-10-25,KZ,Республика күні,Republic Day,True,Public,,
2026-12-16,KZ,Тәуелсіздік күні,Independence Day,True,Public,,
2026-01-01,LI,Neujahr,New Year's Day,True,Public,,
2026-01-02,LI,Berchtoldstag,St. Berchtold's Day,True,Bank,,
2026-01-06,LI,Heilige Drei Könige,Epiphany,True,Public,,
2026-02-02,LI,Mariä Lichtmess,Candlemas,True,Public,,
2026-02-17,LI,Fasnachtsdienstag,Shrove Tuesday,True,Bank,,
2026-03-19,LI,Josefstag,Saint Joseph's Day,True,Public,,
2026-04-03,LI,Karfreitag,Good Friday,True,Bank,,
2026-04-06,LI,Ostermontag,Easter Monday,True,Public,,
2026-05-01,LI,Tag der Arbeit,Labour Day,True,Public,,
2026-05-14,LI,Auffahrt,Ascension Day,True,Public,,
2026-05-24,LI,Pfingstsonntag,Pentecost,True,Public,,
2026-05-25,LI,Pfingstmontag,Whit Monday,True,Public,,
2026-06-04,LI,Fronleichnam,Corpus Christi,True,Public,,
2026-08-15,LI,Staatsfeiertag,National Holiday,True,Public,,
2026-09-08,LI,Maria Geburt,Nativity of Our Lady,True,Public,,
2026-11-01,LI,Allerheiligen,All Saints Day,True,Public,,
2026-12-08,LI,Mariä Empfängnis,Immaculate Conception,True,Public,,
2026-12-24,LI,Heiliger Abend,Christmas Eve,True,Bank,,
2026-12-25,LI,Weihnachten,Christmas Day,True,Public,,
2026-12-26,LI,Stephanstag,St. Stephen's Day,True,Public,,
2026-12-31,LI,Silvester,New Year's Eve,True,Bank,,
2026-01-01,LS,New Year's Day,New Year's Day,True,Public,,
2026-03-11,LS,Moshoeshoe Day,Moshoeshoe Day,True,Public,,
2026-04-03,LS,Good Friday,Good Friday,True,Public,,
2026-04-06,LS,Easter Monday,Easter Monday,True,Public,,
2026-05-01,LS,Workers' Day,Workers' Day,True,Public,,
2026-05-14,LS,Ascension Day,Ascension Day,True,Public,,
2026-05-25,LS,Africa Day/ Heroes' Day,Africa Day/ Heroes' Day,True,Public,,
2026-07-17,LS,King Letsie III's Birthday,King Letsie III's Birthday,True,Public,,
2026-10-04,LS,Independence Day,Independence Day,True,Public,,
2026-12-25,LS,Christmas Day,Christmas Day,True,Public,,
2026-12-26,LS,St. Stephen's Day,Boxing Day,True,Public,,
2026-01-01,LT,Naujieji metai,New Year's Day,True,Public,,
2026-02-16,LT,Lietuvos valstybės atkūrimo diena,The Day of Restoration of the State of Lithuania,True,Public,,
2026-03-11,LT,Lietuvos nepriklausomybės atkūrimo diena,Day of Restoration of Independence of Lithuania,True,Public,,
2026-04-05,LT,Velykos,Easter Sunday,True,Public,,
2026-04-06,LT,Antroji Velykų diena,Easter Monday,True,Public,,
2026-05-01,LT,Tarptautinė darbo diena,International Working Day,True,Public,,
2026-06-24,LT,"Joninės, Rasos",St. John's Day,True,Public,,
2026-07-06,LT,Valstybės diena,Statehood Day,True,Public,,
2026-08-15,LT,Žolinė,Assumption Day,True,Public,,
2026-11-01,LT,Visų šventųjų diena,All Saints' Day,True,Public,,
2026-11-02,LT,Vėlinės,All Souls' Day,True,Public,,
2026-12-24,LT,Šv. Kūčios,Christmas Eve,True,Public,,
2026-12-25,LT,Šv. Kalėdos,Christmas Day,True,Public,,
2026-12-26,LT,Šv. Kalėdos,St. Stephen's Day,True,Public,,
2026-01-01,LU,Neijoerschdag,New Year's Day,True,Public,,
2026-04-03,LU,Karfreideg,Good Friday,True,Bank,,
2026-04-06,LU,Ouschterméindeg,Easter Monday,True,Public,,
2026-05-01,LU,Dag vun der Aarbecht,Labour Day,True,Public,,
2026-05-09,LU,Europadag,Europe Day,True,Public,,
2026-05-14,LU,Christi Himmelfaart,Ascension Day,True,Public,,
2026-05-25,LU,Péngschtméindeg,Whit Monday,True,Public,,
2026-06-23,LU,Groussherzogsgebuertsdag,Sovereign's birthday,True,Public,,
2026-08-15,LU,Léiffrawëschdag,Assumption Day,True,Public,,
2026-11-01,LU,Allerhellgen,All Saints' Day,True,Public,,
2026-12-25,LU,Chrëschtdag,Christmas Day,True,Public,,
2026-12-26,LU,Stiefesdag,St. Stephen's Day,True,Public,,
2026-01-01,LV,Jaungada diena,New Year's Day,True,Public,,
2026-04-03,LV,Lielā Piektdiena,Good Friday,True,Public,,
2026-04-05,LV,Pirmās Lieldienas,Easter Sunday,True,Public,,
2026-04-06,LV,Otrās Lieldienas,Easter Monday,True,Public,,
2026-05-01,LV,Darba svētki,Labour Day,True,Public,,
2026-05-01,LV,Latvijas Republikas Satversmes sapulces sasaukšanas diena,Day of the Convocation of the Constitutional Assembly of the Republic of Latvia,True,Public,,
2026-05-04,LV,Latvijas Republikas Neatkarības atjaunošanas diena,Day of the Restoration of Independence of the Republic of Latvia,True,Public,,
2026-05-10,LV,Mātes diena,Mother's Day,True,Public,,
2026-05-24,LV,Vasarsvētki,Pentecost,True,Public,,
2026-06-23,LV,Līgo diena,Līgo Day,True,Public,,
2026-06-24,LV,Jāņu diena,Jāņi Day,True,Public,,
2026-11-18,LV,Latvijas Republikas Proklamēšanas diena,Day of the Proclamation of the Republic of Latvia,True,Public,,
2026-12-24,LV,Ziemassvētku vakars,Christmas Eve,True,Public,,
2026-12-25,LV,Pirmie Ziemassvētki,Christmas Day,True,Public,,
2026-12-26,LV,Otrie Ziemassvētki,St. Stephen's Day,True,Public,,
2026-12-31,LV,Vecgada diena,New Year's Eve,True,Public,,
2026-01-01,MA,Ras l' âm,New Year's Day,True,Public,,
2026-01-11,MA,Takdim watikat al-istiqlal,Proclamation of Independence,True,Public,,
2026-01-14,MA,Id Yennayer,Amazigh New Year,True,Public,,
2026-05-01,MA,Eid Ash-Shughl,Labour Day,True,Public,,
2026-07-30,MA,Eid Al-Ârch,Enthronement,True,Public,,
2026-08-14,MA,Oued Ed-Dahab Day,Zikra Oued Ed-Dahab,True,Public,,
2026-08-20,MA,Thawrat al malik wa shâab,Revolution of the King and the People,True,Public,,
2026-08-21,MA,Eid Al Chabab,Youth Day,True,Public,,
2026-11-06,MA,Eid Al Massira Al Khadra,Green March,True,Public,,
2026-11-18,MA,Eid Al Istiqulal,Independence Day,True,Public,,
2026-01-01,MC,Le jour de l’An,New Year's Day,True,Public,,
2026-01-27,MC,La Sainte Dévote,Saint Devota's Day,True,Public,,
2026-04-06,MC,Easter Monday,Easter Monday,True,Public,,
2026-05-01,MC,Le 1er mai,May Day,True,Public,,
2026-05-14,MC,L’Ascension,Ascension Day,True,Public,,
2026-05-25,MC,Le lundi de Pentecôte,Whit Monday,True,Public,,
2026-06-04,MC,La Fête Dieu,Corpus Christi,True,Public,,
2026-08-15,MC,L'Assomption de Marie,Assumption Day,True,Public,,
2026-11-02,MC,La Toussaint,All Saints Day,True,Public,,
2026-11-19,MC,La Fête du Prince,National Day,True,Public,,
2026-12-08,MC,L’Immaculée Conception,The Immaculate Conception,True,Public,,
2026-12-25,MC,Noël,Christmas Day,True,Public,,
2026-01-01,MD,New Year's Day,New Year's Day,True,Public,,
2026-01-07,MD,Craciun pe stil Vechi (Orthodox Christmas),Christmas Day (Orthodox),True,Public,,
2026-01-08,MD,Craciun pe stil Vechi (Orthodox Christmas),Christmas Day (Orthodox),True,Public,,
2026-02-23,MD,Day of Veterans of the Armed Forces and Law Enforcement Agencies,Day of Veterans of the Armed Forces and Law Enforcement Agencies,True,Public,,
2026-03-08,MD,International Women's Day,International Women's Day,True,Public,,
2026-04-12,MD,Orthodox Easter,Easter Sunday,True,Public,,
2026-05-01,MD,Labour Day (Moldova),Labour Day (Moldova),True,Public,,
2026-05-09,MD,Victory and Commemoration Day,Victory and Commemoration Day,True,Public,,
2026-05-22,MD,Bălţi Day,Bălţi Day,True,Public,,
2026-08-27,MD,Independence Day,Independence Day (Moldova),True,Public,,
2026-08-31,MD,Memorial Day,Memorial Day,True,Public,,
2026-08-31,MD,Limba Noastra,Limba Noastra (National Language Day),True,Public,,
2026-09-03,MD,Day of the Moldovan National Army,Day of the Moldovan National Army,True,Public,,
2026-10-14,MD,Capital's Day,Capital's Day,True,Public,,
2026-11-21,MD,South Capital's Day Cahul,South Capital's Day Cahul,True,Public,,
2026-12-25,MD,Craciun pe stil Nou (Western Christmas),Christmas Day,True,Public,,
2026-01-01,ME,Nova godina,New Year's Day,True,Public,,
2026-01-02,ME,Nova godina,New Year's Day,True,Public,,
2026-01-06,ME,Badnji dan,Orthodox Christmas Eve,True,Optional,,
2026-01-07,ME,Božić,Christmas Day (Orthodox),True,Optional,,
2026-01-08,ME,Božić,Christmas Day (Orthodox),True,Optional,,
2026-04-03,ME,Veliki petak,Good Friday,True,Optional,,
2026-04-05,ME,Uskrs,Easter Sunday,True,Optional,,
2026-04-06,ME,Uskrs,Easter Monday,True,Optional,,
2026-04-10,ME,Vaskrs,Good Friday,True,Optional,,
2026-04-13,ME,Vaskrs,Easter Monday,True,Optional,,
2026-05-01,ME,Praznik rada,Labour Day,True,Public,,
2026-05-02,ME,Praznik rada,Labour Day,True,Public,,
2026-05-21,ME,Dan nezavisnosti,Independence Day,True,Public,,
2026-05-22,ME,Dan nezavisnosti,Independence Day,True,Public,,
2026-07-13,ME,Dan državnosti,Statehood Day,True,Public,,
2026-07-14,ME,Dan državnosti,Statehood Day,True,Public,,
2026-11-01,ME,Svi Sveti,Catholic All Saints' Day,True,Optional,,
2026-12-24,ME,Badnji dan,Catholic Christmas Eve,True,Optional,,
2026-12-25,ME,Božić,Catholic Christmas Day,True,Optional,,
2026-12-26,ME,Božić,Catholic St. Stephen's Day,True,Optional,,
2026-01-01,MG,New Year's Day,New Year's Day,True,Public,,
2026-03-29,MG,Martyrs' Day,Martyrs' Day,True,Public,,
2026-04-06,MG,Easter Monday,Easter Monday,True,Public,,
2026-05-01,MG,Labour Day,Labour Day,True,Public,,
2026-05-14,MG,Ascension Day,Ascension Day,True,Public,,
2026-05-25,MG,Whit Monday,Whit Monday,True,Public,,
2026-06-26,MG,Independence Day,Independence Day,True,Public,,
2026-08-15,MG,Assumption Day,Assumption Day,True,Public,,
2026-11-01,MG,All Saints' Day,All Saints' Day,True,Public,,
2026-12-25,MG,Christmas Day,Christmas Day,True,Public,,
2026-01-01,MK,"Нова Година, Nova Godina",New Year's Day,True,Public,,
2026-01-07,MK,"Прв ден Божик, Prv den Božik",Christmas Day (Orthodox),True,Public,,
2026-04-10,MK,"Велики Петок, Veliki Petok",Good Friday,True,Public,,
2026-04-12,MK,"Прв ден Велигден, Prv den Veligden",Easter Sunday,True,Public,,
2026-04-13,MK,"Втор ден Велигден, Vtor den Veligden",Easter Monday,True,Public,,
2026-05-01,MK,"Ден на трудот, Den na trudot",Labour Day,True,Public,,
2026-05-24,MK,"Св. Кирил и Методиј, Ден на сèсловенските просветители",Saints Cyril and Methodius Day,True,Public,,
2026-08-02,MK,"Ден на Републиката, Den na Republikata",Day of the Republic,True,Public,,
2026-09-08,MK,"Ден на независноста, Den na nezavisnosta",Independence Day,True,Public,,
2026-10-11,MK,"Ден на востанието, Den na vostanieto",Revolution Day,True,Public,,
2026-10-23,MK,"Ден на македонската револуционерна борба,Den na makedonskata revolucionarna borba",Day of the Macedonian Revolutionary Struggle,True,Public,,
2026-12-08,MK,"Св. Климент Охридски, Sv. Kliment Ohridski",Saint Clement of Ohrid Day,True,Public,,
2026-01-01,MN,Шинэ жил (Shine jil),New Year's Day,True,Public,,
2026-03-08,MN,Олон Улсын Эмэгтэйчүүдийн Баяр,International Women's Day,True,Public,,
2026-06-01,MN,Наадам,Naadam Holiday,True,Public,,
2026-07-11,MN,Наадам,Naadam Holiday,True,Public,,
2026-07-12,MN,Наадам,Naadam Holiday,True,Public,,
2026-07-13,MN,Наадам,Naadam Holiday,True,Public,,
2026-07-14,MN,Наадам,Naadam Holiday,True,Public,,
2026-07-15,MN,Наадам,Naadam Holiday,True,Public,,
2026-11-26,MN,Улс тунхагласны өдөр,Republic Day,True,Public,,
2026-12-29,MN,Тусгаар Тогтнолын Өдөр,Independence Day,True,Public,,
2026-01-01,MS,New Year's Day,New Year's Day,True,Public,,
2026-03-17,MS,Saint Patrick's Day,Saint Patrick's Day,True,Public,,
2026-04-03,MS,Good Friday,Good Friday,True,Public,,
2026-04-06,MS,Easter Monday,Easter Monday,True,Public,,
2026-05-04,MS,Labour Day,Labour Day,True,Public,,
2026-05-25,MS,Whit Monday,Whit Monday,True,Public,,
2026-06-08,MS,Queen's Birthday,Queen's Birthday,True,Public,,
