uuid,ich_public_ref,inscription_year,title_en,countries,type_acronym,type_of_element_en,concepts_primary_names,concepts_secondary_names,http_url_en
b14f5863-65a7-4baf-8720-8ccb216967aa,971,2014,"Askiya, the art of wit",UZ,RL,Representative List,Contests; Humour (literary); Intelligence,Everyday life; Family; Festivals; Folk art; Improvisation; Oral expression; Oral tradition; Peace; Talent,https://ich.unesco.org/en/RL/00971
c2228931-a468-4958-8d4c-2471cb916392,1274,2018,Knowledge and skills of the water measurers of the foggaras or water bailiffs of Touat and Tidikelt,DZ,USL,Urgent Safeguarding List,Hydrological measurement; Technical skills,Calculus; Traditional tools; Water supply; Wells,https://ich.unesco.org/en/USL/01274
14ef7828-73e5-4872-98f4-a4caf2c11f77,1061,2015,Coaxing ritual for camels,MN,USL,Urgent Safeguarding List,Agricultural ritual; Vocal music,Animism; Bowed string instruments; Buddhism; Emotions; Family; Instrumental music; Mothers; Nomads; Orphans; Social capital; Talent; Woodwind instruments,https://ich.unesco.org/en/USL/01061
86bf04b3-880e-4b06-8c3f-f2f5ba52e100,1065,2015,Manufacture of cowbells,PT,USL,Urgent Safeguarding List,Idiophones; Metalworking,Cooling; Craft workers; Family; Industrial products; Nonformal education; Technical skills,https://ich.unesco.org/en/USL/01065
c1d79cb0-2690-4a10-bf57-c9b7f16048a2,1104,2015,"Glasoechko, male two-part singing in Dolni Polog",MK,USL,Urgent Safeguarding List,Duet; Polyphonic singing; Vocal music,Apprenticeship; Costumes; Multiethnic societies; Oral tradition; Post-conflict; Social gathering; Talent; Wedding; Wind instruments; Woodwind instruments; Work songs,https://ich.unesco.org/en/USL/01104
e7d55db6-5af0-4338-8461-00e1629d91c9,911,2015,"Koogere oral tradition of the Basongora, Banyabindi and Batooro peoples",UG,USL,Urgent Safeguarding List,Historical reenactment; Oral tradition; Story telling,Instrumental music; Local languages; Magic; Matriarchy; Multiethnic societies; Musical instruments; Poetry; Proverbs; Social values; Spiritual knowledge; Vocal music; Wisdom; Women in politics; Work songs,https://ich.unesco.org/en/USL/00911
68f711e7-fb01-4ae6-b813-4c8946115252,1513,2019,Armenian letter art and its cultural expressions,AM,RL,Representative List,Alphabets; Calligraphy; Technical skills,Carpets; Handicrafts; Jewelry; Legendary creatures; Miniature paintings; Sculpture; Woodworking,https://ich.unesco.org/en/RL/01513
cf0f832a-5b20-4d09-addb-0b3da4c54daf,1389,2019,The festival of the Santísima Trinidad del Señor Jesús del Gran Poder in the city of La Paz,BO,RL,Representative List,Procession; Religious practice; Religious syncretism,Christianity; Costumes; Craft workers; Dance; Embroidery; Fraternity; Incense; Jewelry; Offering; Sculpture; Vocal music,https://ich.unesco.org/en/RL/01389
c8be80e2-c081-45f5-8167-17294b1b791d,1510,2019,Cultural Complex of Bumba-meu-boi from Maranhão,BR,RL,Representative List,Religious practice; Religious syncretism,Carnival; Choreography; Christianity; Cosmology; Costumes; Embroidery; Handicrafts; Instrumental music; Veneration of the dead,https://ich.unesco.org/en/RL/01510
d1714288-a379-4e76-a6ce-ede82a740526,647,2016,"The Twenty-Four Solar Terms, knowledge in China of time and practices developed through observation of the sun’s annual motion",CN,RL,Representative List,Calendars; Technical skills,Agricultural ritual; Arithmetic; Astronomy; Festivals; Holism; Meteorology; Observation; Proverbs; Traditional medicine,https://ich.unesco.org/en/RL/00647
eb0e4216-ca81-4f6e-a06f-0f4cf7c429b6,1162,2016,Music and dance of the merengue in the Dominican Republic,DO,RL,Representative List,Dance; Instrumental music,Emotions; Everyday life; Farmers; Instrument making; Musicology; Orchestras; Poor; Social gathering; Urban spaces; Vocal music,https://ich.unesco.org/en/RL/01162
0d4c046e-77f4-434b-ae9b-314d14212592,1514,2019,Music and dance of Dominican Bachata,DO,RL,Representative List,Dance; Social gathering; Vocal music,Choreography; Colonial history; Emotions; Instrumental music; Oral tradition; Percussion instruments; Plucked string instruments; Slavery; Social inclusion; Talent,https://ich.unesco.org/en/RL/01514
d436b3f9-2253-4ec5-81ac-88c6855cebcd,1189,2016,"Tahteeb, stick game",EG,RL,Representative List,Games; Sports competitions,Apprenticeship; Choreography; Family; Friendship; Instrumental music; Martial arts; Moral values; Percussion instruments; Performing arts; Stick; Woodwind instruments,https://ich.unesco.org/en/RL/01189
c52b11e2-22bf-48ec-a554-f458d59c1417,1207,2018,"The skills related to perfume in Pays de Grasse: the cultivation of perfume plants, the knowledge and processing of natural raw materials, and the art of perfume composition",FR,RL,Representative List,Luxury industry; Technical skills,Chemical technology; Craft workers; Creativity; Meteorology; Nonformal education; Raw materials; Sensory systems; Talent,https://ich.unesco.org/en/RL/01207
4d9f393e-899f-487c-8147-4320e6c56c3f,1391,2019,Traditions of Pencak Silat,ID,RL,Representative List,Instrument making; Martial arts; Sports competitions,Apprenticeship; Bladed weapons; Choreography; Health; Holism; Moral values; Nonformal education; Sports equipement,https://ich.unesco.org/en/RL/01391
98b8a43c-2200-4f16-82cd-bc904ddda4d9,1371,2018,"Chidaoba, wrestling in Georgia",GE,RL,Representative List,Instrumental music; Martial arts; Wrestling,Costumes; Dance; Moral values; Percussion instruments; Sports competitions; Woodwind instruments,https://ich.unesco.org/en/RL/01371
5307f31e-6203-4d91-a033-92b84ca602df,1103,2015,Tinian marble craftsmanship,GR,RL,Representative List,Craft workers; Sculpture,Apprenticeship; Decorative arts; Drawing; Metalworking; Pattern; Religious belief; Restoration; Traditional tools,https://ich.unesco.org/en/RL/01103
f81acc00-2d80-4fcb-b177-01bc52cf3100,1276,2019,Celestinian forgiveness celebration,IT,RL,Representative List,Procession; Religious practice,Costumes; Culture of peace; Flags; Historical reenactment; Hospitality; Percussion instruments; Woodwind instruments,https://ich.unesco.org/en/RL/01276
c8880a92-de9b-4eb3-8e47-2b879d395898,1384,2019,"Nuad Thai, traditional Thai massage",TH,RL,Representative List,Health; Traditional medicine,Apprenticeship; Buddhism; Traditional tools; Training courses,https://ich.unesco.org/en/RL/01384
90d09c64-c15e-43e2-9823-3124f8a0f08c,1178,2016,"Bhojpuri folk songs in Mauritius, Geet-Gawai",MU,RL,Representative List,Dance; Instrumental music; Vocal music; Wedding,Body percussion; Caste; Costumes; Family; Hinduism; Musical instruments; Rituals; Social inclusion,https://ich.unesco.org/en/RL/01178
aeb47792-aef2-4298-a68a-d1587f1573df,1270,2017,"Kolo, traditional folk dance",RS,RL,Representative List,Dance; Instrumental music,Choreography; Contests; Costumes; Feasts; Festivals; Socio-cultural practices,https://ich.unesco.org/en/RL/01270
e10d6b0e-7451-4e96-8174-664b007b86f0,1293,2018,"Mwinoghe, joyous dance",MW,RL,Representative List,Choreography; Dance,Costumes; Cultural events; Festivals; Instrumental music; Percussion instruments,https://ich.unesco.org/en/RL/01293
ec5a57f7-197d-469f-b3dd-550d78000383,1172,2019,Traditional technique of making Airag in Khokhuur and its associated customs,MN,RL,Representative List,Fermented beverages,Dietetics; Food preparation; Handicrafts; Nomads; Offering; Woodworking,https://ich.unesco.org/en/RL/01172
211f54b0-dcc2-4237-8441-fe3ba6a45ae9,683,2019,Kwagh-Hir theatrical performance,NG,RL,Representative List,Costumes; Masks; Theatre,AIDS education; Cosmology; Dance; Drama education; Moral values; Percussion instruments; Puppets; Story telling; Wood carving; Woodwind instruments,https://ich.unesco.org/en/RL/00683
c0342f6e-6550-4c12-9322-8d8af83add63,1028,2015,Epic art of Gorogly,TM,RL,Representative List,Epic poetry; Oral tradition; Vocal music,Bard; Cultural events; Festivals; Improvisation; Knights; Moral values; Mythology; Story telling; String instruments,https://ich.unesco.org/en/RL/01028
d7d5932f-7ecb-4744-871d-0c6e1c1caf65,1499,2019,"'Ie Samoa, fine mat and its cultural value",WS,RL,Representative List,Craft workers; Weaving,Aristocracy; Conflict resolution; Dance; Family; Funeral; Nonformal education; Social gathering; Social inclusion; Technical skills; Wedding,https://ich.unesco.org/en/RL/01499
6944fb7c-379b-4c90-a7f1-9d6b2a3dbed7,1377,2018,Singing to the accompaniment of the Gusle,RS,RL,Representative List,Bowed string instruments; Epic poetry; Vocal music,Bard; Humour (literary); Improvisation; Instrument making; Instrumental music; Mythology; Performing arts; Talent; Wood carving,https://ich.unesco.org/en/RL/01377
33444f1f-85e1-45ad-bdb4-9a8bc05c8e9c,1201,2016,Winegrowers’ Festival in Vevey,CH,RL,Representative List,Festivals; Performing arts,Alcoholic beverages; Contests; Costumes; Craft workers; Family; Farmers; Friendship; Instrumental music; Procession; Vocal music; Volunteers,https://ich.unesco.org/en/RL/01201
07a65a06-5501-43d8-895c-47e067adeef9,668,2012,Rites and craftsmanship associated with the wedding costume tradition of Tlemcen,DZ,RL,Representative List,Rituals; Wedding; Women,Body painting; Costumes; Dance; Embroidery; Family; Handicrafts; Hats; Instrumental music; Jewelry; Makeup; Weaving,https://ich.unesco.org/en/RL/00668
ae56e81b-3269-4b0c-a7f2-12b75c04e87a,1208,2018,Tamboradas drum-playing rituals,ES,RL,Representative List,Percussion instruments; Procession; Religious practice,Costumes; Festivals; Instrument making; Nonformal education; Rituals; Urban spaces,https://ich.unesco.org/en/RL/01208
cd5cdd85-931e-4ab0-b32d-79495472fb0d,1191,2016,"Oshi Palav, a traditional meal and its social and cultural contexts in Tajikistan",TJ,RL,Representative List,Food preparation,Apprenticeship; Conflict resolution; Folk literature; Friendship; Hospitality; Instrumental music; Rituals; Socio-cultural practices,https://ich.unesco.org/en/RL/01191
7c86484b-15e7-4ac2-ba69-4d4ce246c173,603,2012,"Frevo, performing arts of the Carnival of Recife",BR,RL,Representative List,Carnival; Dance; Instrumental music,Acrobatics; Choreography; Costumes; Cultural organizations; Fanfare; Handicrafts; Improvisation; Procession; Religious belief,https://ich.unesco.org/en/RL/00603
6e49c527-6c0b-45c5-a440-37bb32898f2c,1397,2018,"Chakan, embroidery art in the Republic of Tajikistan",TJ,RL,Representative List,Costumes; Decorative arts; Embroidery,Colours; Craft workers; Needle; Pattern; Symbols; Technical skills; Textile arts; Wedding; Women workers,https://ich.unesco.org/en/RL/01397
6398b611-55d0-4ead-a880-32639ca8bf2a,1385,2018,"Khon, masked dance drama in Thailand",TH,RL,Representative List,Dance; Drama; Masks,Choreography; Costumes; Craft workers; Hinduism; Instrumental music; Makeup; Martial arts; Mythology; Orchestras; Performing arts; Poetry; Shadow play; Talent; Textile arts; Vocal music,https://ich.unesco.org/en/RL/01385
b45a180d-65f9-40d8-9476-6b706a5acc69,1406,2018,Pottery skills of the women of Sejnane,TN,RL,Representative List,Ceramic art; Pattern; Women workers,Decorative arts; Effigies; Handicrafts; Kiln; Natural dyes; Nonformal education; Tattoo; Technical skills; Traditional tools,https://ich.unesco.org/en/RL/01406
87d54216-4c74-485e-a238-e88158a71895,633,2012,"Folk art of the Matyó, embroidery of a traditional community",HU,RL,Representative List,Costumes; Embroidery,Architecture; Clans; Dance; Folk art; Food preparation; Furniture; Handicrafts; Instrumental music; Painting; Pattern,https://ich.unesco.org/en/RL/00633
5921e056-c9db-49a6-9e19-e02f9895efda,1486,2019,Traditional turkmen carpet making art in Turkmenistan,TM,RL,Representative List,Carpets; Craft workers; Weaving,Colours; Geometry; Knot; Natural dyes; Oral tradition; Pattern; Technical skills; Traditional tools; Wedding,https://ich.unesco.org/en/RL/01486
48f001fd-f710-4556-a371-3d9b54e79ec0,1372,2018,Mooba dance of the Lenje ethnic group of Central Province of Zambia,ZM,RL,Representative List,Instrumental music; Ritual dance; Trance,Costumes; Handicrafts; Idiophones; Percussion instruments; Religious practice; Ritual items; Stick; Traditional medicine; Veneration of the dead; Vocal music,https://ich.unesco.org/en/RL/01372
32dfc001-729d-4abb-8dab-c85d3866c5df,1364,2019,"Khorazm dance, Lazgi",UZ,RL,Representative List,Dance; Improvisation; Instrumental music,Body percussion; Costumes; Emotions; Holidays; Social gathering; Vocal music,https://ich.unesco.org/en/RL/01364
3fff65af-bc6c-4768-94cc-27fda4d71f8e,1533,2018,Traditional Korean wrestling (Ssirum/Ssireum),KP; KR,RL,Representative List,Games; Sports competitions; Wrestling,Agricultural ritual; Holidays; Physical education; Talent,https://ich.unesco.org/en/RL/01533
3f46aa05-0972-498d-b4e0-d50e25ab2cc7,1480,2019,Safeguarding strategy of traditional crafts for peace building,CO,Art18,Register of Good Safeguarding Practices,Development programmes; Handicrafts; Technical skills,Apprenticeship; Disadvantaged groups; Handicrafts education; Instrument making; Peacebuilding; Retraining; Safeguarding practices,https://ich.unesco.org/en/Art18/01480
847fe09f-6d76-490f-a756-c2dbf5b7a5c0,1392,2018,"Land-of-Legends programme, for promoting and revitalizing the art of storytelling in Kronoberg Region",SE,Art18,Register of Good Safeguarding Practices,Cultural programmes; Oral tradition; Story telling,Festivals; Games; Instrumental music; Legends; Museums; Performing arts; Teacher education; Workshops (teaching method); Youth activities,https://ich.unesco.org/en/Art18/01392
e46fccc7-d773-4e15-bfd4-54954fc08a6a,1464,2019,Biocultural programme for the safeguarding of the tradition of the Blessed Palm in Venezuela,VE,Art18,Register of Good Safeguarding Practices,,Educational projects; Religious practice; Training courses; Volunteers,https://ich.unesco.org/en/Art18/01464
5b28b861-7cfd-41aa-a268-b004c4053de2,970,2016,Festival of folklore in Koprivshtitsa: a system of practices for heritage presentation and transmission,BG,Art18,Register of Good Safeguarding Practices,Festivals; Safeguarding practices,Architecture; Archive records; Bowed string instruments; Costumes; Craft workers; Cultural policy; Dance; Ethnographic museums; Firewalking; Idiophones; Instrumental music; Masks; National broadcasting; Percussion instruments; Performers; Polyphonic singing; Rituals; Scientific publications; Sport; Story telling; Traditional medicine; Vocal music; Wind instruments,https://ich.unesco.org/en/Art18/00970
ed82f85e-d5c3-4edb-9a7b-2c6a328dbe9c,640,2012,"Festival of Saint Francis of Assisi, Quibdó",CO,RL,Representative List,Festivals; Procession; Saints,Catholicism; Costumes; Craft workers; Fanfare; Flags; Float; Handicrafts; Religious practice; Religious syncretism; Ships; Slavery,https://ich.unesco.org/en/RL/00640
627d0629-3164-482e-833d-ea79664f1437,413,2012,"Nachi no Dengaku, a religious performing art held at the Nachi fire festival",JP,RL,Representative List,Festivals; Ritual dance; Sacred sites,Agricultural ritual; Costumes; Musical instruments; Performing arts; Pilgrimages; Temples; Theatre,https://ich.unesco.org/en/RL/00413
a995f409-61e5-4b3f-bb1f-24d668ab72d8,846,2012,Fiesta of the patios in Cordova,ES,RL,Representative List,Festivals,Architecture; Dance; Food customs; Friendship; Houses; Instrumental music; Urban spaces; Vocal music,https://ich.unesco.org/en/RL/00846
db0bc527-f920-406a-aef1-1490dabbdfe9,642,2012,Mesir Macunu festival,TR,RL,Representative List,Festivals; Procession; Traditional medicine,Costumes; Dance; Food preparation; Historical reenactment; Islam; Mosques; Orchestras; Pilgrimages; Prosperity ritual,https://ich.unesco.org/en/RL/00642
31a24b0f-0f75-44d6-a2a2-5bfca3509758,223,2009,Chinese traditional architectural craftsmanship for timber-framed structures,CN,RL,Representative List,Architecture; Technical skills; Woodworking,Apprenticeship; Calendars; Carpentry; Craft workers; Earthquake engineering; Oral tradition; Palaces; Prosperity ritual; Religious practice; Social values; Structural elements (buildings); Temples; Wood carving,https://ich.unesco.org/en/RL/00223
c79b6f65-7589-4297-b18f-62037c109efb,639,2012,Venezuela's Dancing Devils of Corpus Christi,VE,RL,Representative List,Dance; Festivals; Religious practice,Catholicism; Colonial history; Costumes; Fraternity; Handicrafts; Legendary creatures; Masks; Musical instruments; Procession,https://ich.unesco.org/en/RL/00639
3b2b4ac3-0b0f-4b09-aafe-03b137678eb4,871,2017,Mongolian traditional practices of worshipping the sacred sites,MN,USL,Urgent Safeguarding List,Religious practice; Sacred sites,Archery; Buddhism; Cultural space; Dance; Equestrian games; Food customs; Instrumental music; Nomads; Offering; Rituals; Shamanism; Social inclusion; Spiritual knowledge; Vocal music; Wrestling,https://ich.unesco.org/en/USL/00871
9362a3f1-abcf-4538-b424-0cfa53693a76,1288,2017,Konjic woodcarving,BA,RL,Representative List,Furniture; Wood carving,Decorative arts; Everyday life; Handicrafts; Intercultural dialogue; Interior architecture; Pattern; Technical skills,https://ich.unesco.org/en/RL/01288
4733c4f8-452e-4268-a180-82a3053a2a1d,1287,2017,Cultural practices associated to the 1st of March,BG; MK; MD; RO,RL,Representative List,Seasonal ritual; Weaving,Colours; Fertility ritual; Prosperity ritual; Ritual purification; Symbols; Wedding,https://ich.unesco.org/en/RL/01287
c87c21c4-7000-49ff-8204-798ad274c1a1,1277,2017,Organ craftsmanship and music,DE,RL,Representative List,Instrument making; Technical skills; Wind instruments,Architecture; Catholicism; Churches; Craft workers; Handicrafts; Improvisation; Instrumental music; Interfaith practices; Protestantism; Religious music,https://ich.unesco.org/en/RL/01277
5b817f74-d40c-47b5-9815-ff315a1b5ec8,1291,2017,Rebetiko,GR,RL,Representative List,Plucked string instruments; Vocal music,Dance; Disc recordings; Friendship; Instrument making; Musical performances; Oral tradition; Working class,https://ich.unesco.org/en/RL/01291
fa137eab-4209-4fcc-ba9c-87810159037e,1197,2017,"Pinisi, art of boatbuilding in South Sulawesi",ID,RL,Representative List,Shipbuilding; Technical skills,Apprenticeship; Carpentry; Economic resources; Handicrafts; Navigation; Nonformal education; Sailing; Woodworking,https://ich.unesco.org/en/RL/01197
aaefb3ab-6bbf-4cc4-82e5-3e9a152a4f6c,1286,2017,"Art of crafting and playing with Kamantcheh/Kamancha, a bowed string musical instrument",AZ; IR,RL,Representative List,Bowed string instruments; Instrument making,Craft workers; Epic poetry; Feasts; Instrumental music; Oral tradition,https://ich.unesco.org/en/RL/01286
4fc3904e-eef9-437a-bd78-725d6b6d2184,1294,2017,"Kok boru, traditional horse game",KG,RL,Representative List,Equestrian games; Sports competitions,Athletes; Games; Physical education,https://ich.unesco.org/en/RL/01294
ceadf5a9-38aa-4470-ad51-0d917e3dc53e,1296,2017,Khaen music of the Lao people,LA,RL,Representative List,Instrumental music; Vocal music; Wind instruments,Dance; Family; Instrument making; Nonformal education; Performing arts; Socio-cultural practices,https://ich.unesco.org/en/RL/01296
afc00da2-2773-44c0-9194-4aa9fa8df2d3,1257,2017,Sega tambour of Rodrigues Island,MU,RL,Representative List,Dance; Instrumental music; Percussion instruments; Vocal music,Colonial history; Conflict resolution; Contests; Feasts; Instrument making; Interpersonal communication; Nonformal education; Slavery; Social inclusion,https://ich.unesco.org/en/RL/01257
c79cff7d-0a73-4afd-80ee-44e48f370316,1265,2017,Craft of the miller operating windmills and watermills,NL,RL,Representative List,Craft workers; Food processing; Technical skills,Drainage; Flour; Handicrafts; Hydraulic engineering; Mill,https://ich.unesco.org/en/RL/01265
162c350b-0ea9-4902-8327-15914a17a1f9,1261,2017,"Al-Qatt Al-Asiri, female traditional interior wall decoration in Asir, Saudi Arabia",SA,RL,Representative List,Interior architecture; Painting,Colours; Decorative arts; Handicrafts; Houses; Murals; Natural dyes; Natural pigments; Technical skills; Women artists,https://ich.unesco.org/en/RL/01261
26616279-532a-4884-a3a4-ea51e936bfb9,1278,2017,Door-to-door rounds of Kurenti,SI,RL,Representative List,Costumes; Procession; Prosperity ritual,Carnival; Christianity; Food customs; Idiophones; Masks; Ritual purification; Rural environment,https://ich.unesco.org/en/RL/01278
79915a07-7561-425e-9bc2-88247e4c9ee3,1259,2017,Kushtdepdi rite of singing and dancing,TM,RL,Representative List,Dance; Prosperity ritual; Vocal music,Costumes; Feasts; Festivals; Improvisation; Oral tradition; Poetry; Ritual purification; Wedding,https://ich.unesco.org/en/RL/01259
2aceb7ef-3cf3-4b68-a5e4-8612fe45c2e1,229,2009,China engraved block printing technique,CN,RL,Representative List,Engraving; Printing methods; Technical skills; Wood carving,Apprenticeship; Binding; Book industry; Buddhism; Craft workers; Drawing; Illustration printing; Inks; Natural pigments; Paper; Representative literary works; Textile arts; Traditional tools; Woodworking,https://ich.unesco.org/en/RL/00229
40b22b92-10e5-40aa-a0b7-7ff6b46d4583,216,2009,Chinese calligraphy,CN,RL,Representative List,Calligraphy; Handwriting,Aesthetic education; Ceramic art; Correspondence; Cultural elite; Emotions; Engraving; Funeral; Handicrafts; Inks; Official publications; Philosophy; Representative literary works; Rituals; Textile arts; Wedding; Wood carving,https://ich.unesco.org/en/RL/00216
82c294d9-23f5-49ea-822b-70ad3ca264bb,421,2011,Chinese shadow puppetry,CN,RL,Representative List,Instrumental music; Shadow play; Theatre,Craft workers; Festivals; Handicrafts; Improvisation; Leather; Musical instruments; Oral tradition; Painting; Paper; Poetry; Religious belief; Representative literary works; Traditional tools; Vocal music,https://ich.unesco.org/en/RL/00421
c7353b0e-41f7-40cb-b25a-fe3d76b3d344,225,2009,Dragon Boat festival,CN,RL,Representative List,Festivals; Legendary creatures; Ships,Beverages; Brewing; Calendars; Costumes; Folk art; Food; Instrumental music; Offering; Opera; Poetry; Prosperity ritual; Religious belief; Ritual purification; Sports competitions; Vocal music,https://ich.unesco.org/en/RL/00225
34922c0c-af36-4ab4-b0d7-7b74c884f025,440,2011,Equitation in the French tradition,FR,RL,Representative List,Horse riding; Sports competitions; Technical skills,Anatomy; Apprenticeship; Choreography; Costumes; Craft workers; Emotions; Metalworking; Physiology; Psychology; Teachers; Training,https://ich.unesco.org/en/RL/00440
725b8cb6-0858-45c9-b6f2-5f998516a035,210,2009,"Mongolian art of singing, Khoomei",CN,RL,Representative List,Nomads; Throat singing; Vocal music,Animism; Apprenticeship; Bowed string instruments; Festivals; Oral tradition; Plucked string instruments; Shamanism; Woodwind instruments,https://ich.unesco.org/en/RL/00210
6b27619d-e302-4662-99c7-c15d29891492,199,2009,Nanyin,CN,RL,Representative List,Instrumental music; Vocal music,Bowed string instruments; Festivals; Folk literature; Funeral; Idiophones; Instrument making; Music education; Musical notation; Plucked string instruments; Religious practice; Urban spaces; Veneration of the dead; Wedding; Woodwind instruments,https://ich.unesco.org/en/RL/00199
cc8bf34e-00ca-4afd-af32-4624e842dbef,207,2009,Regong arts,CN,RL,Representative List,Painting; Religious art; Sculpture,Architecture; Buddhism; Craft workers; Natural pigments; Religious buildings; Textile arts,https://ich.unesco.org/en/RL/00207
4e6f00e7-72e4-48db-a8fd-837847feb68b,205,2009,Traditional firing technology of Longquan celadon,CN,RL,Representative List,Celadon; Ceramic art; Technical skills,Aesthetics; Cooling; Decorative arts; Engraving; Experts; Glaze; Handicrafts; Heating; Kiln; Natural dyes; Temperature,https://ich.unesco.org/en/RL/00205
432cc872-6452-4c28-a524-77c09d454bfd,201,2009,Traditional handicrafts of making Xuan paper,CN,RL,Representative List,Paper; Technical skills,Calligraphy; Craft workers; Farmers; Handicrafts; Inks; Know-how transfer; Oral tradition; Painting; Printing paper,https://ich.unesco.org/en/RL/00201
09271979-cfe1-42cb-bddc-b181582afe63,412,2011,"Sada Shin Noh, sacred dancing at Sada shrine, Shimane",JP,RL,Representative List,Carpets; Ritual dance; Shinto; Vocal music,Bladed weapons; Clergy; Costumes; Historical reenactment; Idiophones; Masks; Mythology; Prosperity ritual; Temples; Theatre; Woodwind instruments,https://ich.unesco.org/en/RL/00412
695ce0da-5850-4b38-915b-6702ec12f8ff,287,2009,Carnaval de Negros y Blancos,CO,RL,Representative List,Carnival; Procession,Beverages; Colonial history; Costumes; Effigies; Family; Fanfare; Float; Food; Handicrafts; Makeup; Masks; Multiethnic societies; New year; Rituals; Satire,https://ich.unesco.org/en/RL/00287
362bdd5b-f1ac-458b-ba76-d5886ebb80ef,235,2009,Spring procession of Ljelje/Kraljice (queens) from Gorjani,HR,RL,Representative List,Procession; Religious practice; Seasonal ritual,Bladed weapons; Churches; Costumes; Dance; Family; Folk art; Food; Hats; Initiation rites; Instrumental music; Polyphonic singing; Secular practice; Transvestism; Wedding,https://ich.unesco.org/en/RL/00235
38a9f4f7-cbdb-4b10-875a-483ec2fcd0d9,448,2011,"Jultagi, tightrope walking",KR,RL,Representative List,Acrobatics; Performing arts,Apprenticeship; Audience participation; Bowed string instruments; Costumes; Dance; Entertainment; Festivals; Humour (literary); Instrumental music; Offering; Percussion instruments; Poetry; Rituals; Satire; Woodwind instruments,https://ich.unesco.org/en/RL/00448
0f192250-4f6f-4832-b4b6-6bea7512f89b,281,2009,"Ramman, religious festival and ritual theatre of the Garhwal Himalayas, India",IN,RL,Representative List,Festivals; Hinduism; Theatre,Bladed weapons; Caste; Costumes; Epic poetry; Farmers; Folk literature; Masks; Musical instruments; Offering; Oral tradition; Ritual dance; Rituals; Temples; Trance; Vocal music,https://ich.unesco.org/en/RL/00281
afa60ff3-2be4-41ee-8778-e76ef5b8188c,170,2009,Indonesian Batik,ID,RL,Representative List,Clothing; Textile arts; Weaving,Birth; Costumes; Craft workers; Drawing; Everyday life; Funeral; Natural dyes; Pattern; Pregnancy; Puppets; Religious belief; Wedding,https://ich.unesco.org/en/RL/00170
b65faedd-4751-4113-a00f-0726bfb1d7a1,276,2009,Daimokutate,JP,RL,Representative List,Drama; Initiation rites; Story telling,Archery; Armed forces; Bladed weapons; Clans; Costumes; Epic poetry; Historical reenactment; Temples; Vocal music; War; Weapons,https://ich.unesco.org/en/RL/00276
61dc86e9-5d47-4617-bbff-0874e2df732e,265,2009,Gagaku,JP,RL,Representative List,Instrumental music; Theatre; Vocal music,Apprenticeship; Aristocracy; Choreography; Costumes; Dance; Family; Idiophones; Percussion instruments; Performing arts; Plucked string instruments; Poetry; Politics; Woodwind instruments,https://ich.unesco.org/en/RL/00265
96dee6af-a228-4fd7-899b-92bb86d206d8,272,2009,Hayachine Kagura,JP,RL,Representative List,Dance; Masks; Theatre,Bladed weapons; Choreography; Clergy; Costumes; Festivals; Hats; Idiophones; Legendary creatures; Mythology; Percussion instruments; Performing arts; Religious practice; Shinto; Temples; Vocal music; Woodwind instruments,https://ich.unesco.org/en/RL/00272
3a6f4dab-15b6-49d8-9cc3-079cfe4ed946,266,2009,"Ojiya-chijimi, Echigo-jofu: techniques of making ramie fabric in Uonuma region, Niigata Prefecture",JP,RL,Representative List,Technical skills; Textile arts; Weaving,Clothing; Costumes; Elderly; Geometry; Handicrafts; Natural dyes; Pattern,https://ich.unesco.org/en/RL/00266
75dfd0f7-8c38-430d-817d-54d9b908d803,290,2009,"Manden Charter, proclaimed in Kurukan Fuga",ML,RL,Representative List,International instruments; Peacebuilding; Rituals,Clans; Constitutions; Free trade; Freedom of speech; Multiethnic societies; Oral tradition; Right to education; Slavery; War,https://ich.unesco.org/en/RL/00290
33bb2bbe-8874-41de-98e0-6772d9c76259,190,2009,"Septennial re-roofing ceremony of the Kamablon, sacred house of Kangaba",ML,RL,Representative List,Architecture; Rituals,Bard; Clans; Community centres; Conflict resolution; Divination; Know-how transfer; Oral history; Oral tradition; Story telling; Youth,https://ich.unesco.org/en/RL/00190
f01d552f-8a86-4868-95f8-5a0d41c93f45,188,2009,Ganggangsullae,KR,RL,Representative List,Fertility ritual; Ritual dance; Seasonal ritual,Choreography; Emotions; Farmers; Festivals; Folk art; Improvisation; Music education; Pantomime; Religious practice; Single persons; Vocal music; Work songs,https://ich.unesco.org/en/RL/00188
0f8eb626-e4b9-404a-9f9c-9996f8180c75,187,2009,Jeju Chilmeoridang Yeongdeunggut,KR,RL,Representative List,Prosperity ritual,Calendars; Costumes; Dance; Divination; Festivals; Food; Handicrafts; Idiophones; Legendary creatures; Offering; Percussion instruments; Religious practice; Shamanism; Ships; Veneration of the dead,https://ich.unesco.org/en/RL/00187
a3c7e378-0e97-493b-a69a-0d8454b0ea61,171,2009,Irrigators’ tribunals of the Spanish Mediterranean coast: the Council of Wise Men of the plain of Murcia and the Water Tribunal of the plain of Valencia,ES,RL,Representative List,Water law; Water resources management,Courts; Democracy; Elections; Farmers; Lawyers; Moral values; Oral tradition,https://ich.unesco.org/en/RL/00171
